url,milk,country,region,family,type,fat_content,calcium_content,texture,rind,color,flavor,aroma,vegetarian,vegan,synonyms,alt_spellings,producers
https://www.cheese.com/lincolnshire-poacher/,cow,England,NA,Cheddar,hard,NA,NA,creamy,NA,yellow,"nutty, sweet",earthy,NA,NA,NA,NA,F.W.Read & Sons Ltd
https://www.cheese.com/lingot-des-causses/,goat,France,NA,NA,soft,NA,NA,"creamy, firm",NA,NA,NA,"buttery, clean, fresh",NA,NA,NA,NA,NA
https://www.cheese.com/lindale/,cow,United States,North Carolina,Gouda,"semi-soft, artisan",NA,NA,"creamy, smooth",natural,pale yellow,"buttery, sweet",rich,FALSE,FALSE,NA,NA,Goat Lady Dairy
https://www.cheese.com/livarot/,cow,France,NA,NA,"soft, artisan",NA,NA,creamy,washed,NA,full-flavored,"pungent, strong",FALSE,FALSE,NA,NA,NA
https://www.cheese.com/lord-hundreds/,sheep,United Kingdom,East Sussex,NA,"semi-hard, artisan",NA,NA,"firm, grainy, open",natural,golden yellow,"burnt caramel, nutty, savory, sweet","grassy, sweet",TRUE,FALSE,NA,NA,Traditional Cheese Dairy
https://www.cheese.com/lou-bergier/,cow,Italy,Piemonte,NA,"semi-soft, artisan",NA,NA,"buttery, open, smooth",natural,brown,"creamy, floral, mushroomy","grassy, milky",TRUE,FALSE,Lou Bergier Pichin,NA,NA
https://www.cheese.com/lyburn-lightly-oak-smoked/,cow,"England, Great Britain, United Kingdom",Landford,Gouda,"semi-hard, artisan",NA,NA,smooth,washed,pale yellow,"smokey , smooth, subtle",smokey,TRUE,FALSE,NA,NA,Lyburn Farm
https://www.cheese.com/maasdam/,cow,Netherlands,All Holland,Gouda,semi-hard,45%,NA,"creamy, open, supple",NA,pale yellow,"buttery, nutty, sweet",fruity,FALSE,FALSE,NA,Maasdammer,NA
https://www.cheese.com/macconais/,"cow, goat",France,Bourgogne,Blue,"soft, artisan, soft-ripened",NA,NA,"creamy, firm, smooth",bloomy,cream,"salty, tangy",herbal,FALSE,FALSE,Chevreton de Macon,NA,NA
https://www.cheese.com/majorero/,goat,Spain,Canary Islands,NA,semi-hard,NA,NA,"buttery, creamy",natural,pale white,acidic,"milky, nutty",FALSE,FALSE,"Queso Majorero, Queso Fuerteventura, Majorero PDO, Majorero DOP",NA,NA
https://www.cheese.com/mahon/,cow,Spain,"Menorca, Balearic Islands",NA,"semi-hard, artisan",NA,NA,"crumbly, dense",washed,pale yellow,"buttery, salty","nutty, sweet",FALSE,FALSE,"Mahon Reserva, Aged Mahon, Artesano Mahón, Artisanal Mahón, formatge de Maó, queso de Mahón",NA,NA
https://www.cheese.com/malvarosa/,sheep,Spain,Valencia,NA,"semi-firm, artisan",NA,NA,"firm, smooth",natural,straw,"buttery, sweet","fresh, rich",FALSE,FALSE,Malvarosa,NA,NA
https://www.cheese.com/maida-vale/,cow,England,NA,NA,semi-soft,NA,NA,"buttery, soft, supple",washed,pink and white,"grassy, meaty, nutty, savory, umami, vegetal","barnyardy, earthy, grassy, stinky, yeasty",TRUE,FALSE,NA,NA,Village Maid Cheese
https://www.cheese.com/manchego/,sheep,Spain,NA,NA,hard,NA,NA,"compact, firm",NA,pale yellow,"buttery, nutty",NA,NA,NA,Queso Manchego,NA,NA
https://www.cheese.com/manouri/,"goat, sheep",Greece,"Central and Western Macedonia, Thessalia",Feta,"semi-soft, whey",36-38%,NA,creamy,rindless,white,"mild, milky","clean, nutty, subtle",NA,NA,Manoypi,NA,NA
https://www.cheese.com/marble-cheddar/,cow,United Kingdom,NA,Cheddar,"hard, processed",NA,NA,"firm, smooth",rindless,NA,creamy,rich,NA,NA,NA,NA,NA
https://www.cheese.com/marbled-cheeses/,cow,United Kingdom,NA,NA,"hard, processed",NA,NA,firm,rindless,golden orange,"mild, smooth, sweet, tangy",NA,FALSE,FALSE,NA,"Marble Cheddar, Marbled Cheese",NA
https://www.cheese.com/margotin/,cow,Italy,Piemonte,NA,semi-soft,NA,NA,firm,natural,cream,"bitter, full-flavored",NA,FALSE,FALSE,NA,NA,NA
https://www.cheese.com/maroilles/,cow,France,NA,NA,"soft, artisan",NA,NA,"creamy, smooth",washed,NA,sweet,NA,FALSE,FALSE,NA,Marolles,NA
https://www.cheese.com/mascarpone/,cow,Italy,Lombardy,NA,fresh soft,NA,NA,"buttery, creamy, smooth, spreadable",rindless,white,"buttery, creamy, mild",fresh,NA,NA,Mascarpone Australian,NA,NA
https://www.cheese.com/mature-wensleydale/,cow,"England, United Kingdom",North Yorkshire,NA,"hard, artisan",48%,NA,crumbly,cloth wrapped,pale yellow,strong,"rich, ripe",FALSE,FALSE,NA,Ryp Wensleydale,Wensleydale Creamery
https://www.cheese.com/maytag-blue/,cow,United States,Iowa,Blue,"semi-hard, blue-veined",NA,NA,"crumbly, dense",rindless,cream,"lemony, savory, tangy","pungent, strong",NA,NA,NA,NA,Maytag Dairy Farms
https://www.cheese.com/menonita/,cow,Mexico,NA,Cheddar,semi-soft,NA,NA,firm,natural,pale yellow,"buttery, mild",NA,NA,NA,"Queso Chihuahua, Chihuahua cheese, Queso menonita, Campresino Menonita",NA,NA
https://www.cheese.com/merry-wyfe/,cow,United Kingdom,South West England,NA,semi-hard,NA,NA,"creamy, springy",washed,orange,NA,aromatic,TRUE,FALSE,NA,NA,The Bath Soft Cheese Co.
https://www.cheese.com/midnight-moon/,goat,Holland,NA,Gouda,hard,NA,NA,"creamy, crystalline",NA,ivory,"caramel, sweet",NA,NA,NA,NA,NA,NA
https://www.cheese.com/milbenkase/,cow,Germany,NA,NA,"semi-soft, smear-ripened",NA,NA,firm,NA,NA,tangy,strong,FALSE,FALSE,"Milbenkäse, Mite Cheese",NA,NA
https://www.cheese.com/milleens/,cow,Ireland,"Beara Peninsula, Co. Cork",NA,"soft, artisan",45-50%,NA,"creamy, smooth",washed,pale yellow,"floral, herbaceous, sweet",aromatic,FALSE,FALSE,NA,NA,Milleens Cheese Ltd.
https://www.cheese.com/milawa-white/,cow,Australia,NA,NA,soft,NA,NA,"creamy, open",NA,NA,sweet,NA,TRUE,FALSE,NA,NA,Milawa Cheese Company
https://www.cheese.com/minas-cheese/,cow,Brazil,Minas Gerais,NA,"semi-soft, artisan",40-50%,NA,"grainy, open, soft, springy",rindless,white,"bitter, mild, salty, strong",NA,FALSE,FALSE,"Queijos de Minas Frescal , Queijo Minas Meia Cura, Queijo Minas Curado, Queijo Padrão",Queijo Minas,NA
https://www.cheese.com/minger/,cow,Scotland,NA,NA,soft,NA,NA,"buttery, creamy, runny",washed,orange,"full-flavored, garlicky, meaty, pungent, strong","barnyardy, ripe, stinky, yeasty",TRUE,FALSE,NA,NA,Highland Fine Cheeses Limited
https://www.cheese.com/mimolette-boule-de-lille/,cow,France,NA,NA,semi-hard,NA,NA,firm,natural,orange,"bitter, buttery, sweet",NA,FALSE,FALSE,"vieux Hollande, Boule de Lille",NA,NA
https://www.cheese.com/miticana-de-oveja/,sheep,Spain,Murcia,NA,"semi-soft, soft-ripened",13%,NA,"buttery, crumbly, flaky",bloomy,white,"buttery, tangy",buttery,NA,NA,"Miticana de Oveja, MitiCaña de Oveja",NA,NA
https://www.cheese.com/mistralou/,goat,France,NA,NA,soft,NA,NA,creamy,natural,white,creamy,floral,FALSE,FALSE,NA,NA,NA
https://www.cheese.com/mondseer/,cow,Austria,NA,NA,semi-hard,NA,NA,"creamy, smooth",washed,pale yellow,spicy,strong,NA,NA,NA,NA,NA
https://www.cheese.com/mont-dor-lyonnais/,cow,France,NA,NA,"semi-soft, artisan",NA,NA,creamy,natural,NA,NA,"earthy, strong",NA,NA,Vacherin Mont D'or,Mont Dor,NA
https://www.cheese.com/montagnolo/,cow,Germany,NA,Blue,"soft, blue-veined",NA,NA,"creamy, smooth",natural,NA,creamy,"buttery, rich",NA,NA,Montagnolo Affine,NA,Käserei Champignon
https://www.cheese.com/monastery-cheeses/,cow,"Belgium, Canada, France, Switzerland, United States",NA,NA,"soft, semi-soft, brined",NA,NA,"chalky, creamy, firm, grainy",washed,golden yellow,"mild, pungent","pungent, strong",FALSE,FALSE,"monastery, trappist cheese, monk cheese",NA,NA
https://www.cheese.com/montasio/,cow,Italy,Friuli Venezia Giulia and Veneto,NA,semi-firm,NA,NA,creamy,NA,NA,"mild, smooth","aromatic, pleasant",FALSE,FALSE,"Montasio Mitica® DOP, Montasio Mitica DOP",NA,NA
https://www.cheese.com/monte-enebro/,goat,Spain,Avila,NA,semi-soft,NA,NA,smooth,NA,NA,"creamy, lemony","goaty, strong",FALSE,FALSE,"pata de mulo, mule’s-hoof cheese",NA,NA
https://www.cheese.com/montgomerys-cheddar/,cow,United Kingdom,NA,Cheddar,"hard, artisan",NA,NA,,natural,yellow,NA,rich,FALSE,FALSE,NA,NA,NA
https://www.cheese.com/monterey-jack/,cow,"Mexico, United States","Monterey, California",Monterey Jack,semi-hard,NA,NA,"compact, creamy, firm, open, supple",NA,pale yellow,"buttery, mild",aromatic,NA,NA,Fresh Jack,NA,NA
https://www.cheese.com/morbier/,cow,France,NA,NA,"semi-soft, artisan",NA,NA,creamy,NA,ivory,citrusy,"fruity, grassy",FALSE,FALSE,"Morbier Cru de Montagne, Morbier AOP",NA,NA
https://www.cheese.com/moringhello/,water buffalo,Italy,Lombardy,NA,"semi-soft, artisan",NA,NA,"chalky, crumbly",natural,white,smooth,"pleasant, subtle",FALSE,FALSE,Moringhello di Bufala,NA,Quattro Portoni
https://www.cheese.com/morlacco/,cow,Italy,Veneto,NA,"soft, artisan",NA,NA,soft,natural,white,NA,fresh,NA,NA,"Morlacco del Grappa, Morlacco del Montegrappa, Morlacco del Grappa di malga",NA,NA
https://www.cheese.com/mothais-a-la-feuille/,goat,France,NA,NA,"soft, artisan",NA,NA,"creamy, soft",NA,NA,"lemony, woody",mushroom,FALSE,FALSE,"Le Mothais sur Feuille, Mothais",NA,NA
https://www.cheese.com/moses-sleeper/,cow,United States,Vermont,Brie,"semi-soft, artisan",NA,NA,"soft, soft-ripened",bloomy,white,"buttery, creamy, nutty","milky, mushroom",NA,NA,NA,NA,Jasper Hill Farm
https://www.cheese.com/mouse-house-chilli-cheddar/,cow,England,NA,NA,semi-hard,NA,NA,creamy,waxed,golden orange,spicy,spicy,TRUE,FALSE,NA,NA,Lymn Bank Farm
https://www.cheese.com/mouco-camembert/,cow,United States,Colorado,Camembert,"soft, artisan",NA,NA,"creamy, soft",bloomy,ivory,"creamy, milky","caramel, clean, grassy",NA,NA,NA,NA,MouCo Cheese Company
https://www.cheese.com/mouse-house-garlic-chive-cheddar/,cow,England,NA,NA,semi-hard,NA,NA,creamy,waxed,green,garlicky,garlicky,TRUE,FALSE,NA,NA,Lymn Bank Farm
https://www.cheese.com/mouse-house-smoked-cheddar/,cow,England,NA,NA,semi-hard,NA,NA,creamy,waxed,golden yellow,smokey,smokey,TRUE,FALSE,NA,NA,Lymn Bank Farm
https://www.cheese.com/truffello/,cow,United States,Colorado,NA,"soft, artisan, soft-ripened",12%,NA,"creamy, soft",washed,white,"buttery, creamy, earthy","earthy, fruity",NA,NA,Truffello,NA,MouCo Cheese Company
https://www.cheese.com/mozzarella/,"cow, goat, sheep, water buffalo",Italy,NA,NA,"semi-soft, brined",NA,NA,"elastic, stringy",rindless,white,"mild, sweet","fresh, milky",NA,NA,mozerrela,NA,NA
https://www.cheese.com/mozzarella-australian/,"cow, water buffalo",Australia,NA,Pasta filata,"semi-soft, brined",45%,NA,"springy, stringy, supple",rindless,white,milky,"fresh, milky",TRUE,FALSE,NA,Australian Mozzarella,NA
https://www.cheese.com/mozzarella-di-bufala/,water buffalo,Italy,"Campania, Paestum, Foggia",Pasta filata,"soft, brined",21%,NA,"creamy, smooth, springy",NA,white,"floral, mild, milky, sour",fresh,FALSE,FALSE,"Buffalo mozzarella, Mozzarella di Bufala Campana",NA,Casa Madaio
https://www.cheese.com/mt-tam/,cow,United States,California,NA,soft,NA,NA,"creamy, firm",bloomy,pale yellow,"buttery, earthy","grassy, mushroom, rich",TRUE,FALSE,NA,NA,Cowgirl Creamery
https://www.cheese.com/muffato/,cow,Italy,"Treviso, Veneto",Blue,"semi-firm, artisan",NA,NA,flaky,NA,ivory,"full-flavored, grassy, herbaceous",herbal,NA,NA,NA,NA,Moro Latteria di Moro Sergio
https://www.cheese.com/munster/,cow,France,NA,NA,soft,NA,NA,smooth,washed,NA,"savory, spicy, sweet",NA,NA,NA,"Munster-géromé, Minschterkaas",Munster gerome,NA
https://www.cheese.com/myzithra/,"goat, sheep",Greece,NA,Cottage,"soft, whey",NA,NA,"creamy, crumbly, spreadable",NA,white,mild,NA,NA,NA,"Xinomizythra, Sour Mizythra, Mizythra, Fresh Mizythra, Mizithra, Dry Mizythra",NA,NA
https://www.cheese.com/muenster/,cow,United States,NA,NA,"soft, processed",NA,NA,smooth,NA,pale yellow,mild,"pungent, strong",NA,NA,NA,American Muenster,NA
https://www.cheese.com/murol/,cow,France,NA,NA,"semi-soft, artisan",45%,NA,"creamy, firm, springy",washed,ivory,"mild, milky, savory, sweet",aromatic,FALSE,FALSE,NA,"murolait, trou de murol",La Fromagerie du Grand Murols
https://www.cheese.com/paesanella-bocconcin/,cow,Australia,NA,Mozzarella,semi-soft,NA,NA,elastic,rindless,white,"creamy, salty, sweet","milky, sweet",TRUE,FALSE,NA,NA,Paesanella Cheese Manufacturers
https://www.cheese.com/ptit-basque/,sheep,France,"Basque, Pyrenees Mountains",NA,"semi-hard, artisan",45%,NA,"creamy, dry, smooth",natural,ivory,"earthy, mild, nutty, pungent, subtle, sweet","fresh, lactic, pleasant",NA,NA,NA,Petit Basque,NA
https://www.cheese.com/paesanella-buffalo-mozzarella/,"buffalo, cow",Australia,New South Wales,Mozzarella,NA,25.8 g/100g,NA,,rindless,white,NA,NA,TRUE,FALSE,Bufala Mozzarella,NA,Paesanella Cheese Manufacturers
https://www.cheese.com/paesanella-burrata/,cow,Australia,NA,Mozzarella,"fresh soft, artisan",25.4 g/100g,NA,"creamy, soft",NA,white,"buttery, milky, smooth","fresh, milky, rich, sweet",NA,NA,NA,NA,Paesanella Cheese Manufacturers
https://www.cheese.com/paesanella-cherry-bocconcin/,cow,Australia,NA,Mozzarella,semi-soft,NA,NA,elastic,rindless,white,"creamy, salty, sweet","milky, sweet",TRUE,FALSE,Cherry Bocconcini,NA,Paesanella Cheese Manufacturers
https://www.cheese.com/paneer/,"cow, water buffalo","Bangladesh, India",NA,Cottage,fresh firm,20.8 g/100g,208 mg/100g,"crumbly, firm",rindless,white,milky,"fresh, milky",TRUE,FALSE,"Chhena, Chhana",NA,NA
https://www.cheese.com/panela/,cow,Mexico,NA,Cottage,"fresh firm, artisan",NA,NA,"creamy, crumbly",NA,white,NA,"fresh, mild",NA,NA,Queso Panela,NA,NA
https://www.cheese.com/pant-ys-gawn/,goat,Wales,NA,NA,fresh soft,NA,NA,creamy,rindless,white,"lemony, salty",NA,NA,NA,"Pant-Ys-Gawn, Pant-Ysgawn",NA,Abergavenny Fine Foods
https://www.cheese.com/parrano/,cow,Netherlands,Het Groene Hart,Gouda,"hard, artisan",NA,NA,"creamy, firm, open, smooth",plastic,pale yellow,"buttery, creamy, nutty, savory, sweet",NA,NA,NA,"Parrano Originale, Parrano Robusto, Parrano Olifesta",NA,Uniekaas Nederland B.V.
https://www.cheese.com/parmesan/,cow,Italy,NA,Parmesan,"hard, artisan",NA,NA,"dense, grainy",natural,straw,"salty, savory","nutty, strong",FALSE,FALSE,"Parmigiano Reggiano, Parmesan Regiano, Parmesan Reggiano, Parmesan Parmigiano",NA,NA
https://www.cheese.com/pave-daffinois/,cow,France,NA,NA,"fresh soft, soft-ripened",60%,NA,"creamy, smooth",bloomy,ivory,"grassy, mild, milky, sweet","fresh, milky, pleasant",TRUE,FALSE,Fromager D'Affinois,Pave Affinois,Fromagerie GUILLOTEAU
https://www.cheese.com/paski-sir/,sheep,Croatia,Island of Pag,NA,"hard, artisan",NA,NA,"crumbly, flaky, grainy",natural,yellow,"salty, savory, tangy",pleasant,NA,NA,"Pag Cheese, Pag Island Cheese",Paski Sir,NA
https://www.cheese.com/pecorino/,sheep,Italy,NA,Pecorino,hard,NA,NA,creamy,NA,pale yellow,NA,NA,FALSE,FALSE,NA,NA,NA
https://www.cheese.com/pecorino-al-tartufo/,sheep,Italy,NA,Pecorino,"hard, artisan",NA,NA,firm,NA,cream,"sharp, spicy","grassy, nutty",NA,NA,Truffle Pecorino,NA,NA
https://www.cheese.com/pecorino-all-canapa/,sheep,Italy,Emilia Romagna,Pecorino,"semi-soft, artisan",NA,NA,smooth,leaf wrapped,white,"herbaceous, smooth","aromatic, herbal",NA,NA,Pecorino Canapa,NA,NA
https://www.cheese.com/pecorino-camomilla/,sheep,Italy,Emilia-Romagna,Pecorino,"semi-soft, artisan",NA,NA,"creamy, smooth, soft",natural,white,"creamy, smooth","aromatic, floral",NA,NA,NA,NA,NA
https://www.cheese.com/pecorino-ginepro/,sheep,Italy,Emilia-Romagna,Pecorino,"semi-hard, artisan",NA,NA,"chalky, grainy",natural,pale white,"fruity, savory","fruity, woody",NA,NA,NA,NA,NA
https://www.cheese.com/pecorino-in-walnut-leaves/,sheep,Italy,Emilia-Romagna,Pecorino,"hard, artisan",40%,NA,"dense, firm",leaf wrapped,white,"buttery, herbaceous, nutty, sweet","earthy, herbal",FALSE,FALSE,"Pecorino Foglie De Noce, Pecorino Aged in Walnut Leaves",Walnut tree leaf Pecorino cheese,NA
https://www.cheese.com/pecorino-pepato/,sheep,Italy,Sardegna,NA,"semi-firm, artisan",NA,NA,"creamy, flaky",natural,ivory,"spicy, tangy",spicy,NA,NA,"Pepato, Pecorino Pepato Mitica® Aged",NA,NA
https://www.cheese.com/toscanello/,sheep,Italy,Tuscany,Pecorino,semi-hard,NA,NA,"creamy, smooth",NA,pale yellow,mild,nutty,FALSE,FALSE,"Pecorino Toscano, Pecorino Toscano DOP, Tuscan Pecorino, Pecorino Toscanello",NA,NA
https://www.cheese.com/pecorino-romano/,sheep,Italy,"Lazio, Sardinia",Pecorino,hard,NA,NA,"crumbly, grainy",natural,pale yellow,"salty, sharp",strong,FALSE,FALSE,Pecorino Romano PDO,NA,NA
https://www.cheese.com/pelardon-des-cevennes/,goat,France,Languedoc,Tomme,"soft, soft-ripened",NA,NA,creamy,natural,white,"acidic, fruity",goaty,FALSE,FALSE,NA,NA,NA
https://www.cheese.com/pepato/,sheep,Italy,NA,NA,"semi-hard, artisan",NA,NA,"creamy, flaky",natural,straw,"salty, spicy",spicy,NA,NA,Pecorino Pepato,NA,NA
https://www.cheese.com/perl-las-blue/,cow,United Kingdom,NA,NA,semi-soft,NA,NA,creamy,NA,golden yellow,"creamy, salty",NA,NA,NA,NA,NA,NA
https://www.cheese.com/perl-wen/,cow,"United Kingdom, Wales",NA,NA,semi-soft,NA,NA,"creamy, smooth, soft",NA,white,citrusy,NA,NA,NA,NA,NA,NA
https://www.cheese.com/perroche/,goat,United Kingdom,"Herefordshire, West Midlands",NA,"fresh soft, artisan",NA,NA,,NA,white,"lemony, mild","aromatic, fresh, herbal",TRUE,FALSE,NA,NA,Neal's Yard Creamery
https://www.cheese.com/pepbert/,cow,United States,Colorado,Camembert,"soft, artisan",NA,NA,soft-ripened,NA,ivory,"creamy, spicy","buttery, strong",NA,NA,MouCo PepBert,NA,MouCo Cheese Company
https://www.cheese.com/pepper-jack/,cow,United States,"Monterey, California",Monterey Jack,semi-soft,NA,NA,"creamy, smooth",natural,cream,"herbaceous, spicy","aromatic, herbal",NA,NA,NA,NA,NA
https://www.cheese.com/petit-blaja/,goat,France,NA,NA,soft,NA,NA,soft,NA,golden yellow,NA,NA,NA,NA,NA,NA,NA
https://www.cheese.com/piave-mezzano/,cow,,Veneto,Parmesan,"hard, artisan",NA,NA,"dense, firm",natural,pale yellow,"full-flavored, salty, sharp, strong","milky, pleasant",NA,NA,NA,NA,NA
https://www.cheese.com/petit-suisse/,cow,France,"Normandy, Auvilliers",NA,fresh soft,40%,NA,"creamy, smooth",rindless,white,"mild, sweet",fresh,NA,NA,NA,"double Suisse, double Petit-Suisse, Suisse double",Danone
https://www.cheese.com/piave/,cow,Italy,Veneto,NA,"hard, artisan",NA,NA,"crystalline, dense, flaky",natural,NA,NA,NA,NA,NA,NA,NA,NA
https://www.cheese.com/piave-fresco/,cow,Italy,Veneto,Parmesan,"semi-hard, artisan",NA,NA,"creamy, smooth",natural,ivory,"mild, milky, smooth","mild, milky, pleasant",NA,NA,NA,NA,NA
https://www.cheese.com/piave-vecchio/,cow,Italy,Veneto,Parmesan,"hard, artisan",NA,NA,"dense, firm, flaky",natural,golden yellow,"nutty, strong, sweet",NA,NA,NA,Piave Stravecchio,NA,NA
https://www.cheese.com/piave-vecchio-selezione-oro/,cow,Italy,Veneto,Parmesan,"hard, artisan",NA,NA,"crumbly, dense, flaky, grainy",natural,yellow,"fruity, full-flavored, mild, sweet",NA,NA,NA,Piave Vecchio Gold Selection,NA,NA
https://www.cheese.com/picos-de-europa/,cow,Spain,NA,Blue,"semi-soft, blue-veined",NA,NA,creamy,NA,blue,"spicy, strong",NA,NA,NA,Picos Blue,NA,NA
https://www.cheese.com/picodon-de-chevre/,goat,France,NA,NA,"soft, artisan",NA,NA,"firm, smooth",natural,white,"sour, sweet","goaty, pungent",NA,NA,"Picodon AOC, Picodon PDO, Picodon AOP",NA,NA
https://www.cheese.com/pitchfork-cheddar/,cow,England,NA,NA,hard,NA,NA,"compact, creamy, firm",cloth wrapped,pale yellow,"acidic, fruity, grassy, nutty, tangy","buttery, fruity, grassy, nutty, subtle",FALSE,FALSE,NA,NA,Trethowan Brothers
https://www.cheese.com/pimento/,cow,United States,"Ann Arbor, Michigan",NA,"soft, artisan",NA,NA,"creamy, crumbly",rindless,brown,spicy,NA,FALSE,FALSE,NA,NA,Zingerman's Creamery
https://www.cheese.com/plancherin-d-areches/,goat,France,NA,NA,soft,NA,NA,"creamy, smooth, soft",natural,white,"creamy, floral, herbaceous, mild, nutty, woody","floral, fresh, herbal, perfumed, woody",FALSE,FALSE,NA,Plancherin d'Areches,Caroline Jouguet
https://www.cheese.com/poivre-dane/,"cow, goat",France,NA,NA,"soft, artisan",NA,NA,smooth,natural,white,herbaceous,herbal,NA,NA,NA,NA,NA
https://www.cheese.com/point-reyes-toma/,cow,United States,California,NA,"semi-hard, artisan",NA,NA,"buttery, creamy",waxed,ivory,"buttery, creamy",buttery,TRUE,FALSE,NA,NA,Point Reyes Farmstead Cheese Co
https://www.cheese.com/point-reyes-original-blue/,cow,United States,California,Blue,"semi-soft, artisan, blue-veined",NA,NA,"buttery, creamy",natural,white,"creamy, milky, strong, sweet","fresh, milky, strong",TRUE,FALSE,Original Blue,NA,Point Reyes Farmstead Cheese Co
https://www.cheese.com/pleasant-ridge-reserve/,cow,United States,Wisconsin,NA,"semi-hard, artisan",NA,NA,"crystalline, firm, smooth",washed,golden yellow,"creamy, full-flavored, grassy, nutty",NA,FALSE,FALSE,Uplands Pleasant Ridge,NA,Uplands Cheese Company
https://www.cheese.com/pongs-extraordinary-cheddar/,cow,United Kingdom,NA,NA,"hard, semi-hard",NA,NA,"creamy, crumbly",NA,yellow,NA,NA,NA,NA,NA,NA,NA
https://www.cheese.com/pont-leveque/,cow,France,NA,NA,soft,NA,NA,creamy,washed,pale yellow,"creamy, full-flavored",NA,NA,NA,Pont-l'Évêque,NA,NA
https://www.cheese.com/port-salut/,cow,France,Brittany,NA,semi-soft,72.7%,NA,"creamy, smooth",washed,pale yellow,"acidic, mellow",NA,FALSE,FALSE,NA,"Port du Salut, Port Salut",NA
https://www.cheese.com/prastost/,cow,Sweden,NA,Cheddar,semi-soft,45-50%,NA,creamy,NA,yellow,"salty, spicy, strong","aromatic, rich",FALSE,FALSE,"Priest Cheese, Saaland Pfarr, VODCheese",NA,NA
https://www.cheese.com/prairie-breeze-cheddar/,cow,United States,Iowa,Cheddar,"hard, artisan",NA,NA,"creamy, crumbly, grainy",natural,yellow,"nutty, sharp, sweet","grassy, mild",TRUE,FALSE,NA,NA,Milton Creamery LLC
https://www.cheese.com/president-brie/,cow,France,NA,Brie,"soft, artisan, soft-ripened",NA,NA,"buttery, creamy, runny, spreadable",bloomy,pale yellow,"buttery, creamy, subtle",rich,NA,NA,"President Lingot Brie, President Wee Brie",NA,NA
https://www.cheese.com/president-camembert/,cow,United States,New York,Camembert,"semi-soft, soft-ripened",NA,NA,"creamy, firm, soft",bloomy,cream,"creamy, earthy",rich,NA,NA,NA,NA,President Cheese
https://www.cheese.com/president-light-brie/,cow,France,New York,Brie,"soft, soft-ripened",NA,NA,"creamy, runny, smooth",bloomy,white,"creamy, mild, nutty, tangy",strong,NA,NA,NA,NA,President Cheese
https://www.cheese.com/pasteurized-processed/,cow,,NA,NA,"soft, processed",NA,NA,"creamy, smooth, spreadable, springy",plastic,NA,NA,NA,FALSE,FALSE,"cheese spread, cheese food, singles",NA,Various
https://www.cheese.com/processed-cheddar/,cow,,NA,Cheddar,"semi-hard, processed",NA,NA,"creamy, smooth",NA,NA,sharp,NA,NA,NA,NA,NA,NA
https://www.cheese.com/provolone/,cow,Italy,Po valley region,Pasta filata,"semi-hard, artisan",NA,NA,firm,NA,pale yellow,tangy,pleasant,NA,NA,NA,NA,NA
https://www.cheese.com/provel/,cow,United States,"St. Louis, Missouri",Cheddar,"soft, processed",NA,NA,"buttery, gooey",plastic,white,buttery,smokey,FALSE,FALSE,NA,NA,NA
https://www.cheese.com/provolone-del-monaco/,cow,Italy,Naples,Pasta filata,"semi-hard, artisan",40.5%,157 mg/100g,"firm, grainy",NA,pale yellow,"buttery, sweet",pleasant,FALSE,FALSE,Provolone delmonaco,NA,NA
https://www.cheese.com/providence/,goat,United States,North Carolina,NA,"semi-soft, artisan",NA,NA,"compact, crumbly",washed,pale yellow,creamy,yeasty,FALSE,FALSE,NA,NA,Goat Lady Dairy
https://www.cheese.com/provolone-valpadana/,cow,Italy,Valpadana,Pasta filata,"semi-hard, artisan",NA,NA,firm,NA,pale yellow,full-flavored,rich,FALSE,FALSE,NA,NA,NA
https://www.cheese.com/perail-de-brebis/,sheep,France,NA,NA,"soft, artisan",NA,NA,"creamy, smooth",NA,pale yellow,"full-flavored, strong",goaty,NA,NA,"Perail, Pérail",NA,NA
https://www.cheese.com/purple-haze/,goat,United States,California,NA,fresh soft,NA,NA,"creamy, crumbly, smooth, spreadable",rindless,white,"earthy, herbaceous",aromatic,TRUE,FALSE,NA,NA,Cypress Grove Chevre
https://www.cheese.com/saga/,cow,Denmark,NA,Brie,"soft, blue-veined, soft-ripened",NA,NA,creamy,bloomy,white,"creamy, mild",mild,FALSE,FALSE,"Saga Classic Blue Brie, Saga Blue Brie",NA,NA
https://www.cheese.com/saint-agur/,cow,France,Auvergne,Blue,"soft, blue-veined",60%,NA,"creamy, smooth, spreadable",NA,blue,"fruity, mellow, sharp",strong,FALSE,FALSE,NA,"Saint Agur Coupe, Saint Agur Crème",Savencia Fromage & Dairy
https://www.cheese.com/saint-albray/,cow,France,Aquitaine,NA,semi-soft,NA,NA,"creamy, smooth",washed,NA,"mild, sweet","buttery, mild",NA,NA,NA,"St. Albray, Saint-Albray, St Albray",NA
https://www.cheese.com/saint-andre/,cow,France,NA,Brie,"soft, soft-ripened",NA,NA,"creamy, dense",bloomy,ivory,"buttery, tangy",rich,NA,NA,NA,"St. Andre, Saint Andre, St André",NA
https://www.cheese.com/sage-derby/,cow,"England, United Kingdom",East Midlands,NA,"semi-hard, artisan",45%,NA,firm,NA,green,"herbaceous, mild",herbal,TRUE,FALSE,NA,NA,NA
https://www.cheese.com/saint-felicien/,cow,France,NA,NA,"soft, artisan",NA,NA,creamy,NA,white,creamy,nutty,NA,NA,Saint Félicien,St Felicien,NA
